Quartz,K-feldspar,Plagioclase,Dolomite,Magnesite,Halloysite,Dickite,Chlorite,Serpentine,Olivine,Titanite,Epidote,Ilmenite,Tourmaline,Spinel,Kerogen,Pyroxene,Boehmite,Hematite,Chalcopyrite,Natrite,Nahcolite,Organic matter,Illite,Anhydrite,Muscovite,Opal,Mica (Tri),Alunite,Calcite,Aragonite,Amphibole,Kaolinite,Ferrihydrite,Vermiculite,Smectite (Di),Tephra,Carbon (%),Horz_Position,Water stable aggregate (0.25mm)
45.3444,8.3415,3.2536,0.4385,0.2312,2.6147,1.3968,1.8745,1.1506,0.3649,1.7673,0.7353,0.5494,3.586,0,7.8016,0.4923,0,0.5327,0.2781,0.4011,1.0073,0,4.8098,0.6231,0,0,7.4634,0,0,0,0,1.0833,0,0,0,0,1.3463622,1,0.356962993
47.8311,8.9587,3.5516,0.2782,0.1579,2.9015,1.442,1.2395,1.2721,0.2665,2.0665,0.8942,0.5509,4,0,5.9901,0.7389,0,0.5763,0.2805,0.5458,0.8947,0,7.47,0.7796,0,0,2.0247,0,0.1047,0,0,1.3205,0,0,0,0,0.100581,2,0.7116651
27.9592,3.1742,10.7641,0.3777,0.467,4.0045,0.3116,5.1526,2.2145,0.2721,0.7452,0.1063,0.9259,0.2499,0,9.0346,0.0903,0.6666,0.0922,0.2752,0.284,1.0989,0,0,0.136,16.9515,1.606,2.1131,0.1589,0,0,0,0,5.7254,2.2515,0,0,3.5967379,1,0.90445318
28.9413,3.3408,10.4289,0.2776,0.3176,5.1596,0.749,6.2277,1.609,0.0846,1.0233,0.4148,0.9015,0.4168,0,7.6355,0.1953,0.5552,0.0012,0.2603,0.4048,0.9789,0,0,0.1539,16.2683,0.8212,1.5964,0.0822,0,0,0,0,5.4388,2.3235,0,0,1.5896686,2,0.815813887
37.3361,7.1867,11.39,0.445,0.328,3.8805,0.9607,1.1477,1.2988,0.0898,1.2709,0.5604,1.25,3.2544,0,10.4852,0.9683,0.0433,0.0781,0.3218,0.9443,1.0364,0,2.0658,0.576,0,0,5.6116,0,0,0,0,0,3.9661,0,0,0,4.1631405,1,0.91017684
34.6618,6.4933,16.0079,0.3516,0.3312,3.1987,0.349,3.2846,1.7502,0.5933,1.0636,0.5949,0.5694,2.5167,0,8.7593,0.7252,0,1.1018,0.3307,0.5552,1.0175,0,7.781,0.5639,0,0,0,0,0,0,0,0,1.7932,2.2353,0,0,2.2845884,1,0.875455947
33.4532,6.3939,17.5984,0.4111,0.1707,2.4674,0.2971,4.0947,2.5621,0.5784,1.4258,0.5118,0.4743,2.4812,0.0784,7.4489,0.429,0.0351,1.253,0.2886,0.5253,1.2262,0,7.5553,0.6103,0,0,4.4447,0,0,0,0,0,0,0,0,0,0.265062,2,0.437212407
33.4532,6.3939,17.5984,0.4111,0.1707,2.4674,0.2971,4.0947,2.5621,0.5784,1.4258,0.5118,0.4743,2.4812,0.0784,7.4489,0.429,0.0351,1.253,0.2886,0.5253,1.2262,0,7.5553,0.6103,0,0,4.4447,0,0,0,0,0,0,0,0,0,1.23,1,0.73585558
27.5063,3.6121,14.8597,0.4005,0.1457,2.7441,0.6518,2.6015,0,0.1493,0.82,1.216,0.4666,2.2376,0,5.8969,0,0.9262,0.4865,0.2306,0.9547,0.8356,0,0,0,10.2393,0,3.3309,0.2354,0,0,2.5671,0,5.2284,8.1268,0,0,0.7609285,2,0.705559823
42.3471,8.129,10.0443,0.3441,0.2815,3.2823,0.5811,2.101,0,0.5676,1.2212,0.6547,0.356,3.0938,0,7.2583,0.5002,0,1.2391,0.3691,0.2413,0.8106,0,7.0753,0.4794,0,0,0,0,0,0,0,0,2.4866,2.9433,0,0,1.591518,1,0.739750183
39.5397,8.146,10.395,0.3442,0.2886,2.301,0.5029,2.2266,1.156,0.695,1.3867,0.745,0.2321,2.8959,0,6.6796,0.3231,0,1.2858,0.2934,0.6193,0.8959,0,6.4919,0.5478,0,0,5.4474,0,0,0,0,0,1.0194,2.4374,0,0,0.4548549,2,0.53115801
25.4437,18.327,26.0047,0.2827,0.138,3.4502,0.356,1.2059,0.1806,0.1068,0.8344,0.3386,0.5615,0.6014,0,10.2198,0.254,0.5102,0.2047,0.3183,0,0.8518,0,0,0.2683,0,0,2.6146,0.0897,0,0,0,0,3.1142,0,0,0,3.1692803,1,0.904203173
25.7603,19.5194,29.1813,0.3187,0,2.4586,0.3223,1.3902,0.4589,0.038,0.8132,0.1661,0.5095,0,0,8.3609,0.0724,0.7334,0.1873,0.2938,0,0.8328,0,0,0.0835,0,0,2.5605,0.2118,0,0,0,0,1.9631,0,0,0,0.4836785,2,0.756833437
41.758,10.2331,10.5837,0.5358,0.3975,3.5943,0.6861,0.9477,3.3392,0.4413,1.9157,1.3176,0.6851,4.6755,0,10.0489,0.4414,0,0.0741,0.8469,0.8445,0.9912,0,0,0.6704,0,0,0,0,0,0,0,0,0,0,0,0,1.33,1,0.85174842
47.8736,10.3874,9.515,0.448,0.3715,3.1584,0.5412,0.7875,2.1698,0.4012,1.706,1.0987,0.5397,4.5749,0,8.6745,0.5303,0,0.0889,0.7595,0.6603,0.953,0,0,0.4945,0,0,0,0,0,0,0,0,0,0,0,0,0.4201358,2,0.80992659
28.259,8.6384,11.4044,0.3351,0.2853,3.6744,1.4579,2.0357,0.2094,0.4136,1.1369,0.5653,0.6483,2.6259,0,10.3466,0.6559,0.2053,0.6221,0.2238,0.3254,0.8041,0,5.9799,0.6007,0,1.7425,3.4026,0,0.164,0,0,0.6713,4.1005,4.0296,1.1459,0,4.047988,1,0.911888083
27.4517,8.5692,10.3831,0.3341,0.2573,3.2763,1.4577,2.6225,1.5676,0.3533,1.4006,0.4734,0.5377,2.9379,0,6.6619,0.5014,0,0.6316,0.2302,0.4025,0.7001,0,7.6689,0.5432,0,1.9783,3.7818,0,0,0,0,1.2483,6.2012,4.2914,0,0,1.2711676,2,0.867426993
53.033,7.0071,6.7729,0.4771,0.3251,4.6529,1.0754,0.8547,1.8765,0.4351,1.1677,0.5812,0.8134,3.1365,0,9.2569,0.3787,0,0.7456,0.4256,0.0849,1.1417,0,0,0.3018,0,0.3083,0,0,0,0,0,0,0,0,0,0,2.399041,1,0.785907423
52.9212,7.046,8.7506,0.4227,0.399,4.4004,1.0084,1.3594,1.0774,0.4226,1.1824,0.6491,0.5838,3.188,0,8.4464,0.2658,0.2802,0.8957,0.4395,0.5811,1.0812,0,0,0.3031,0,0,0,0,0,0,0,0,0,0,0,0,1.0308994,2,0.5814049
41.9933,6.6007,6.8958,0.3463,0.1871,4.5464,1.1125,1.4785,1.5099,0.1813,1.4678,0.7796,0.5164,3.4266,0,7.8663,0.3724,0,0.1015,0.2991,0.7259,0.723,0,7.4424,0.5907,0,0.4506,0.6428,0,0,0,0,0.8843,4.2131,0,0,0,2.0631785,1,0.909477303
35.375,7.95,6.8425,0.2305,0.234,5.1012,0.7017,2.4796,1.3344,0.0585,0.978,0.3505,0.1258,2.1531,0,5.9871,0.2698,0.3547,0.0759,0.2625,0.8724,0.6072,0,11.7263,0.6277,0,1.478,1.7345,0,0,0,0,1.8169,4.7072,1.9743,0,0,0.3785978,2,0.565577343
35.6595,3.9696,4.7183,0.3734,0.4264,4.014,1.5672,1.669,2.5189,0.2731,1.0232,0.382,0.3762,2.4904,0.0528,8.4795,0.1239,0.2212,0.5932,0.3057,0.0411,0.8182,0,1.9883,0.2399,14.115,0.3209,5.2523,0,0,0,0,0.9103,3.5884,0,0,0,2.2551427,1,0.800404837
40.0252,3.7269,5.2074,0.3963,0.2501,3.8417,1.5114,3.0137,3.0263,0.2318,1.2364,0.8026,0.5801,2.053,0.1367,7.2077,0.4167,0.4255,1.1614,0.2886,0,0.9091,0,4.2311,0.0949,12.7229,0.1779,0.9805,0,0.0624,0,0,0.6352,0,0,0,0,0.2122338,2,0.442902953
25.1174,14.166,20.0265,0.151,0.3284,4.1391,0.1518,2.6469,0.1052,0,0.8734,0.3294,0.5431,1.664,0,8.0273,0,0.4967,0,0.2589,0.104,1.083,0,1.204,0.3185,0,0,2.7339,0,0,0,3.4107,0,3.0745,1.5058,0,4.2972,1.3381836,2,0.875131313
36.6711,6.3636,10.57,0.3891,0.1334,3.1415,0.3614,0.8652,1.2478,0.4574,1.2652,0.4648,0.6326,4.1341,0,8.8264,0.464,0,0.2371,0.1666,0.7231,0.9139,0,8.2529,1.1183,0,0.2408,5.1239,0,0.3275,0,0,0,3.1537,0,0,0,3.1639436,1,0.938690597
35.1652,6.2328,12.9242,0.3465,0.167,4.3594,0.2326,0.3725,0.8941,0.0836,1.1031,0.2559,0.4443,2.3633,0,7.8778,0.0918,0.2367,0.4108,0.2338,0.148,0.9767,0,0,0.6724,11.1274,0.1543,4.4117,0,0.1916,0,0,0,2.3389,2.7904,0,0,0.9136236,2,0.690004483
25.4239,3.2027,14.2621,0.2652,0.3224,3.9123,0.7933,3.3311,1.4264,0.1153,0.7372,0.6448,0.3766,1.1411,0,9.2466,0.0467,0.4117,0.5945,0.212,0.5272,0.9617,0,2.4193,0.1184,10.9354,1.0339,0.3719,0.0534,0,0,2.169,0.2083,3.639,1.3608,0,0,4.7507078,2,0.911702377
28.5514,2.2767,13.6427,0.424,0.3051,3.3419,1.0956,3.1227,1.5272,0.0951,0.7487,0.8639,0.5135,2.6318,0.4225,8.634,0,0.5,0.0596,0.1804,1.5376,0.817,0,0,0.0118,11.8576,0.1603,3.0755,0.1702,0,0,2.0322,0,3.9088,1.3724,0,0,3.1025591,1,0.899364713
32.5252,2.075,15.6142,0.2215,0.1354,3.5039,1.2404,3.8686,0.8704,0,1.1194,1.05,0.5959,2.2339,0,6.4771,0,0.5649,0.0604,0.1531,1.3484,0.7193,0,0,0,11.126,0,1.0941,0.0775,0,0,2.1564,0,4.8832,0,0,0,0.4235042,2,0.73016359
51.2314,8.5228,3.1262,0.6007,0.4771,3.774,1.9764,0.3668,2.1782,0.5832,1.6274,1.1676,0.6438,4.584,0,9.2279,0.4499,0,0.1969,0.7766,0.6324,0.967,0,0,0.4313,0,0,0,0,0,0,0,1.2446,0,0,0,0,1.8877576,1,0.72580799
48.5772,9.1837,3.1708,0.5579,0.607,3.9397,1.9419,0.3495,3.2546,0.6652,1.8237,1.3415,0.5261,4.3108,0,8.9742,0.3138,0,0.1761,0.92,0.8705,1.1078,0,0,0.4417,0,0,0,0,0,0,0,1.1958,0,0,0,0,0.4998594,2,0.71979875
31.3729,3.1996,12.9734,0.5004,0.2917,2.3283,0.4165,3.8456,1.4792,0.5658,0.7748,0.7438,0.5502,2.4538,0.2334,10.2421,0.2639,0.6749,0.9697,0.3301,0.507,1.155,0,0,0,14.6935,0,5.3208,0,0,0,0,0,0,0,0,0,3.9254258,1,0.797867587
38.0373,4.7458,22.6966,0.286,0.1834,2.587,0.2456,1.0131,0.5111,0.3006,2.0538,1.4624,0.7981,2.2041,0.141,7.4677,0.1097,0.3243,0,0.2482,1.0103,1.4212,0,0,0.2208,0,0,0.6162,0,0,0,0,0,0,0,0,0,2.0463481,2,0.908737873
35.7763,11.6375,14.1497,0.3485,0.3539,2.3396,0.5508,1.12,0.6766,0.2811,0.954,0.7004,0.476,1.9938,0,11.0777,0.2548,0,0.1848,0.2923,0.4419,0.8833,0,2.8397,0.3834,0,0,4.1253,0,0,0,0,0,4.2948,0,0,0,5.1319828,2,0.94022827
26.6936,1.9588,18.0813,0.4292,0.4883,1.7988,0.5265,8.6909,2.3051,0.3592,0.876,0.6669,0.0908,0,0,11.7835,0,0.4398,0.166,0.2999,0.4072,1.3036,0,1.0387,0,15.523,0.4122,2.0352,0.0303,0,0,0,0,0,0,0,0,6.6933912,1,0.967987853
34.2562,1.1985,18.7039,0.4582,0.3954,1.4554,0.8545,7.728,2.4955,0.3186,0.8973,0.644,0.2133,0,0,7.9646,0,0.6686,0.0747,0.3136,0.4458,1.6397,0,0,0,16.2414,0,0,0.0432,0,0,0,0,0,0,0,0,2.0628682,2,0.975627187
26.5801,8.1794,10.4507,0.3283,0.1988,4.3271,0.5074,1.9119,1.1361,0,1.3374,0.5178,0.3827,3.0703,0,17.3623,0,0.5499,0.7954,0.2582,0.2933,0.7102,0,2.8762,0.4665,0,0.1405,0,0,0,0,0,0,4.1445,2.5283,0,7.6984,2.9848319,1,0.92306821
42.0553,5.9537,4.5498,0.5954,0.4721,3.7356,1.847,2.6281,1.5743,0.5692,1.1211,0.349,0.4465,2.9551,0,12.0414,0.4369,0.3275,0.9477,0.3813,0.8201,0.9309,0,3.255,0.5796,0,0.3263,6.5239,0,0,0,0,0,0,0,0,0,2.4387855,1,0.946584783
47.2939,6.01,4.5245,0.4813,0.35,4.3235,1.9676,2.3435,1.6759,0.5499,0.9487,0.343,0.592,2.7834,0,11.2706,0.5139,0.2212,1.2711,0.4101,0.8375,0.8001,0,4.27,0.356,0,0.3146,0.5995,0,0,0,0,0,0,0,0,0,0.3111483,2,0.480404597
40.9151,4.5119,3.6207,0.4333,0.3912,3.2379,1.733,2.4529,1.3532,0.6051,1.0099,0.544,0.4007,3.7084,0.1288,11.729,0.0562,0.3058,0.2559,0.4209,1.0021,1.0484,0,8.4696,0.6071,0,0.2239,5.1308,0,0,0,0,0,1.9674,0,0,0,1.5635788,1,0.9634925
34.1209,3.8822,2.6494,0.5422,0.3919,3.6726,1.9933,3.5429,1.407,0.157,1.1369,0.3022,0.2894,3.9376,0,10.965,0,0.7313,0.7449,0.3232,0.4869,1.0474,0,9.2748,0.2297,7.9052,0.2339,3.1207,0,0,0,0,0,2.4637,0,0,0,0.1333744,2,0.306250047
42.2559,5.7549,6.0686,0.4497,0.5439,3.2181,0.8725,3.3383,1.7063,0.6352,1.0059,0.4191,0.3716,3.5444,0,12.0842,0.0984,0.2401,0.5855,0.4103,0.6194,1.1158,0,0,0.5933,0,0.2816,6.0675,0,0,0,0,0,2.6851,0,0,0,3.0759356,1,0.898603137
47.0313,5.4953,6.2207,0.3965,0.3607,4.906,0.7661,3.0372,1.313,0.493,1.0277,0.4983,0.57,3.8001,0,12.213,0.365,0,0.496,0.4544,0.2579,0.9074,0,0,0.4222,0,0,0,0,0,0,0,0,3.6938,0,0,0,2.3175654,2,0.911512983
34.1744,2.1844,3.9213,0.3956,0.4476,4.4477,0.9325,2.0924,0.5974,0.0086,0.3847,0.2769,0.2727,2.6183,0,13.6612,0.0686,0.2318,0.2823,0.3918,0.4918,1.0455,0,9.6979,0.3319,7.7994,0.3481,0,0,0.0446,0,0,1.5553,7.191,0,0,0,6.0010006,1,0.94064109
31.5667,2.5099,3.4133,0.3677,0.384,3.484,0.9118,2.7324,1.9498,0.2141,0.3319,0.0805,0.1532,2.8829,0,11.2297,0.4379,0.3049,1.9406,0.3364,0.2164,0.7326,0,16.8472,0.5436,5.5811,0.3958,0,0,0,0,0,2.4451,4.0841,0,0,0,1.4225282,2,0.720134403
54.0547,5.1036,1.9889,0.5264,0.2955,4.7607,1.209,1.1315,1.7416,0.3701,1.0663,0.7172,0.842,4.7481,0.1385,12.1176,0.2047,0,0.3409,0.4595,0.4909,0.8283,0,0,0.4305,0,0.3957,0,0,0,0,0,0,0,0,0,0,2.3245123,1,0.86117594
56.3929,5.4034,1.7394,0.532,0.2557,4.0371,1.1201,1.2105,0.5801,0.3377,1.1009,0.6126,0.8271,4.9758,0.2739,12.0985,0.3041,0.0431,0.2658,0.4466,0.6305,0.9138,0,0,0.3676,0,0,0,0,0,0,0,0,0,0,0,0,0.3250831,2,0.713164177
40.8369,4.3167,2.5173,0.3652,0.3282,5.6094,1.1457,1.4123,0,0.1424,0.4777,0,0.3088,3.0838,0,13.9371,0.2166,0.3524,0.0751,0.3729,0.3549,0.6505,0,0,0.7388,0,1.349,6.2191,0,0,0,0,4.073,6.7078,0,0,0,7.3662396,2,0.361082823
29.2093,2.1479,7.0576,0.3017,0.255,3.8043,0.1285,1.9464,0,0.1003,0.4188,0.2273,0.4153,2.6011,0,22.25,0,0.2505,0.2447,0.1912,0.7026,0.5865,0,11.2331,0.6691,0,0.5041,0,0.1026,0,0,0,0,4.3578,0,0,6.9017,9.5099443,1,0.957439593
34.124,3.9452,6.7454,0.2816,0.1991,4.5245,0.0491,1.9503,0,0,0.7495,0,0.1675,3.8736,0,14.4078,0,0.1144,0,0.3029,0.3953,0.5747,0,8.1214,0.7754,0,0.4151,0,0,0,0,0,0,7.7471,0,0,6.6533,7.3841824,1,0.962095517
32.2322,6.7816,6.9631,0.4004,0.4608,6.399,1.3031,1.5581,1.3007,0.4855,0.83,0.1568,0.4056,2.086,0,12.3461,0.3317,0.9977,1.3621,0.4,0.4387,0.8838,0,0,0.4956,0,2.4076,5.3407,0,0,0,0,1.0838,7.9066,0,0,0,2.2781253,1,0.934917937
34.5632,6.659,6.8309,0.5135,0.2795,6.0302,1.5199,1.4698,1.6318,0.4105,0.81,0.1075,0.4724,2.7098,0,11.0668,0.1372,0.722,1.1773,0.3559,0.0179,0.6719,0,0,0.471,0,1.5693,6.3862,0,0,0,0,0.8497,8.1783,0,0,0,1.3080418,2,0.825861367
31.1426,2.1963,9.0187,0.3463,0.3495,4.4052,1.4115,3.1429,1.6957,0.4336,0.3289,0,0.3245,2.7884,0,12.2802,0,0.8251,0,0.2974,0.3673,0.9287,0,7.8569,0.3179,3.9068,0.6607,2.7062,0.1491,0,0,0,1.0308,3.4584,2.6102,0,0,3.3886233,2,0.98028234
34.4259,5.116,3.6976,0.521,0.5922,6.7605,0.778,1.737,3.1676,0.4379,0.7735,0,0.4492,2.9583,0.2955,11.9418,0.2784,1.0871,0.4122,0.3937,1.3788,0.8768,0,1.9199,0.6968,0,2.2672,6.5608,0,0,0,0,3.7961,1.7869,0,0,0,3.4381078,1,0.941942277
34.6577,5.0913,6.9278,0.4175,0.2948,6.1108,1.8074,1.8598,1.7671,0.6114,0.7862,0.2056,0.653,3.4642,0,12.7719,0.4032,0.1691,0.2063,0.3768,0.1332,1.0078,0,0,0.4196,0,0.4881,7.7912,0,0,0,0,2.1828,4.4201,0,0,0,3.9828118,1,0.865204853
38.7033,5.2148,7.8457,0.7698,0.4609,3.3765,1.8607,2.0663,3.3754,0.5888,1.0776,0.3889,0.6118,3.6963,0.0027,13.0401,0.035,0.3981,0.5785,0.4222,0.6499,1.1157,0,0,0.3007,0,0.2254,7.3749,0.1281,0,0,0,0,0,0,0,0,4.2296252,1,0.907379323
38.7385,5.9527,6.6635,0.3444,0.4146,6.015,1.7004,2.5374,3.1946,0.4818,0.9055,0.3247,0.4004,3.3459,0.0481,10.6368,0.3305,0.4895,0.7352,0.4085,0.6187,0.9677,0,3.4374,0.3533,0,0.4993,0,0,0,0,0,1.7407,3.5883,0,0,0,0.4793554,2,0.433189473
33.6534,5.0401,7.834,0.4079,0.4999,3.9241,0.4242,3.8398,2.322,0.4548,0.9123,0.3842,0.4171,2.9472,0,14.219,0.2772,0.3907,0.3241,0.4136,0.871,1.1896,0,4.3302,0.6491,0,0.3981,5.1401,0,0,0,0,0,3.8379,0,0,0,6.7661163,1,0.908062957
32.5813,4.6245,9.0681,0.5183,0.6473,3.5802,0.6236,7.9914,4.296,0.3568,1.0477,0.3771,0.1727,2.1996,0,12.2684,0,0.9133,0.3706,0.4843,0.7769,1.4062,0,1.8359,0.1206,6.9778,0,2.2578,0.0204,0,0,0,0,0,0,0,0,1.436689,2,0.86381832
28.1343,2.8704,6.9416,0.408,0.3886,4.0102,0.1263,3.5851,1.1641,0.308,0.4778,0,0.3534,1.845,0.3485,12.0644,0,0.3525,0.1198,0.3163,0.6045,0.9825,0,8.4367,0.1896,5.7457,1.7416,3.8254,0,0,0,0,0,8.5106,1.8724,0,0,2.8249201,2,0.938925083
34.5483,6.9439,6.7572,0.4257,0.3476,5.446,0.8188,1.8375,2.2966,0.4638,0.8043,0.3998,0.4945,3.0948,0,12.9575,0.292,0.5915,1.6819,0.4205,0.7425,1.0505,0,0,0.4711,0,0.3946,5.481,0,0,0,0,2.8672,3.3573,0,0,0,1.8535726,2,0.80665044
47.062,3.8365,2.6438,0.5844,0.5787,6.4393,1.2076,1.6418,2.0299,0.5633,0.5683,0.5654,0.5683,3.3448,0.6214,11.9,0.216,0.7985,0.2002,0.5437,1.17,1.0238,0,0,0.3561,0,2.6376,0,0,0,0,0,3.6042,0,0,0,0,3.8940292,1,0.947282993
42.6683,4.8642,2.7381,0.5569,0.8772,6.9666,0.8106,2.2108,3.1696,0.6439,0.9111,0.3487,0.3954,3.7892,0.4578,10.7933,0,1.436,0.2513,0.5529,1.7449,1.0944,0,0,0.4729,0,2.4851,0,0,0,0,0,4.6551,0,0,0,0,1.3479363,2,0.61173046
44.9584,4.3833,3.7775,0.5223,0.612,4.1272,2.3162,1.4191,1.3661,0.7189,0.6971,0.3909,0.6839,3.2879,0,13.2913,0.1133,0.4393,0.2145,0.4851,0.85,0.945,0,0,0.468,0,0.4311,6.3295,0,0.028,0,0,0,1.9485,0,0,0,5.1740358,1,0.852534167
49.9433,4.8001,3.4423,0.4399,0.483,5.9092,1.5031,1.1176,2.9026,0.3858,0.8603,0.4399,0.7791,3.9654,0.345,11.9207,0.2275,0.5575,0.4531,0.4402,0.5435,1.0138,0,0,0.2936,0,0.5368,0,0,0.0242,0,0,1.2362,0,0,0,0,0.5272332,2,0.382911433
44.8995,4.5188,1.5732,0.4937,0.6645,6.7292,0.4603,1.4829,2.6455,0.6272,0.6809,0.322,0.4648,3.8804,0.6572,12.1577,0.104,1.0019,0.5563,0.537,1.484,1.1945,0,0,0.5575,0,2.1879,0,0,0,0,0,5.2702,0,0,0,0,3.7078445,1,0.939989017
49.2329,3.9507,1.6672,0.5013,0.5047,5.4418,1.3229,1.1794,2.8884,0.6332,0.7976,0.4869,0.7421,3.6572,0.5491,10.6859,0.1047,0.9339,0.4281,0.452,0.9354,0.9603,0,0,0.413,0,1.7207,0,0,0,0,0,4.2792,0,0,0,0,2.1179008,2,0.908864317
32.9797,4.7858,11.6835,0.4172,0.605,4.005,1.299,2.5924,1.7126,0.5416,0.906,0.3182,0.3614,2.4047,0,12.7557,0.4503,0.4038,1.2126,0.3671,0.7226,1.1914,0,3.5352,0.4496,0,0.1669,6.1028,0,0,0,0,0,2.6744,0,0,0,4.2184196,1,0.958727533
37.6774,4.3618,13.6067,0.3298,0.3906,4.6063,1.0051,3.5367,2.68,0.7008,1.0041,0.2572,0.3419,2.46,0.011,11.613,0.6279,0.2599,1.2069,0.4934,1.3049,1.1903,0,5.6287,0.4003,0,0,0,0.0112,0,0,0,0,0,0,0,0,0.4321195,2,0.65825831
37.3262,5.4092,7.8514,0.5409,0.6621,4.6699,1.7521,1.6463,2.7923,0.6424,0.8075,0.2699,0.8307,2.4853,0,13.2302,0.9121,0.6658,0.5818,0.483,0.6334,1.109,0,0,0.389,0,1.2385,5.4417,0,0,0,0,0,2.538,0,0,0,3.5464712,1,0.95849351
41.4759,5.3756,7.5069,0.5694,0.5807,3.7749,1.4304,1.7752,4.0533,0.8575,0.9252,0.3891,0.6185,2.5378,0.4672,11.5545,0.0956,1.0017,0.9535,0.4875,0.8283,1.234,0,0,0.2904,0,0.6644,5.8034,0,0,0,0,0,0,0,0,0,1.0057284,2,0.739837917
34.0614,10.4158,8.9408,0.2715,0.3597,4.2074,0.109,1.2147,0.4495,0.2007,0.3775,0.2809,0.4324,2.7219,0,16.955,0.326,0.5548,0.018,0.339,0.5698,0.5846,0,0,0.5483,0,1.2553,0,0,0,0,0,0,3.0918,0,0,8.0078,7.6596304,1,0.813649997
39.2944,4.78,2.6351,0.2101,0.6661,5.6351,1.5951,1.3297,3.2222,0.5166,1.0361,0.432,0.0627,1.9012,0.7473,0,0,0.5971,0.5935,0.2016,1.4917,0.8589,6.4959,2.6185,0.3861,0,1.8484,10.3324,0,0,0,0,7.8216,0,0,0,0,0.741777,2,0.41103501
45.0183,12.8847,9.8528,0,0.2549,0,0.3955,0.4698,0,0.6035,1.5874,0.5628,0,0.8039,0,0,0.7532,0.3629,0,0.2339,0.6616,0.4804,14.9078,2.0824,0.3115,0,0,5.6284,0.0773,0,0,0,0,0,0,0,0,5.0363753,2,0.869430813
